Day/Hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
128,0,0,0,0,0,1.99E-06,0.025065975,0.220569978,0.45129634,0.662340022,0.826295079,0.92038236,0.942623563,0.889959659,0.766907179,0.577269296,0.350962208,0.127232177,0.000343896,0,0,0,0,0
129,0,0,0,0,0,3.83E-06,0.025154258,0.221175671,0.451654772,0.664533844,0.834715398,0.929775319,0.952809562,0.897332999,0.769428646,0.580958652,0.35621384,0.129753414,0.000362074,0,0,0,0,0
130,0,0,0,0,0,1.53E-07,0.017566364,0.161685697,0.25294315,0.34138944,0.520760731,0.577088946,0.519350363,0.499150234,0.38397746,0.196902848,0.124619271,0.05182909,5.48E-06,0,0,0,0,0
131,0,0,0,0,0,8.40E-06,0.025235771,0.222358411,0.451862374,0.66462691,0.825289812,0.921889997,0.936155151,0.886814757,0.761129609,0.577460821,0.354395716,0.130242066,0.000389901,0,0,0,0,0
132,0,0,0,0,0,1.35E-07,0.009867045,0.097353279,0.163078051,0.25924494,0.291571437,0.267502472,0.316271777,0.305203446,0.280264977,0.2125444,0.111600785,0.03684748,2.85E-06,0,0,0,0,0
133,0,0,0,0,0,3.22E-07,0.009869002,0.062222153,0.220862677,0.321241862,0.213912332,0.193217301,0.193486562,0.214728893,0.185444575,0.126319994,0.065954574,0.021289579,2.79E-06,0,0,0,0,0
134,0,0,0,0,0,2.98E-07,0.011029821,0.08479326,0.177185186,0.192621803,0.416057652,0.519151537,0.578584235,0.623590244,0.524705252,0.365479314,0.248745812,0.087473666,1.06E-05,0,0,0,0,0
135,0,0,0,0,0,2.05E-05,0.024970737,0.21744002,0.440646582,0.648584617,0.805336699,0.898133052,0.923833381,0.87119366,0.749703224,0.567329755,0.347295414,0.127680256,0.00043133,0,0,0,0,0
136,0,0,0,0,0,1.83E-05,0.021965357,0.201794416,0.326605001,0.424249073,0.496311167,0.542793428,0.554921077,0.536167959,0.483793204,0.398722351,0.290170284,0.131429651,0.000448151,0,0,0,0,0
137,0,0,0,0,0,2.82E-05,0.025158741,0.220051124,0.446994263,0.652081049,0.812272992,0.900955965,0.921985763,0.867480389,0.744569244,0.565906668,0.347825151,0.128541193,0.000454234,0,0,0,0,0
138,0,0,0,0,0,1.62E-05,0.013881398,0.117869642,0.124411195,0.137352561,0.117637697,0.142657436,0.134522763,0.176878674,0.082977996,0.057241321,0.031756829,0.023447518,5.55E-05,0,0,0,0,0
139,0,0,0,0,0,3.65E-05,0.025301644,0.220321918,0.443780724,0.647651299,0.806397736,0.901122688,0.924372735,0.867255096,0.747982205,0.568913385,0.351143699,0.129825662,0.00048474,0,0,0,0,0
140,0,0,0,0,0,6.42E-07,0.006871241,0.053083173,0.096804472,0.096360104,0.152741275,0.286468128,0.372105298,0.324408042,0.366467797,0.284407628,0.204689842,0.091307878,1.07E-05,0,0,0,0,0
141,0,0,0,0,0,1.06E-06,0.012584703,0.108308887,0.191281911,0.391590507,0.44893827,0.630687194,0.568598141,0.532915588,0.516563762,0.427300183,0.22205941,0.096314606,1.45E-05,0,0,0,0,0
